iteration,cumulative_seconds,relative_gap
1515,62.5864663124,6.008311505650e-04
1516,62.6289415359,6.126294168323e-04
1517,62.6653378010,6.082180162413e-04
1518,62.7091128826,6.076919428675e-04
1519,62.7499659061,6.252829716552e-04
1520,62.7870101929,6.096045752602e-04
1521,62.8239991665,6.150861112408e-04
1522,62.8609204292,6.126604913921e-04
1523,62.9023621082,6.013305417447e-04
1524,62.9390988350,6.162971644717e-04
1525,62.9850482941,6.046052788087e-04
1526,63.0251166821,6.017687603725e-04
1527,63.0635840893,6.143931234705e-04
1528,63.1064021587,6.030550556503e-04
1529,63.1505990028,6.012955305096e-04
1530,63.1890389919,6.192502940083e-04
1531,63.2246880531,5.908024108798e-04
1532,63.2690594196,5.992907781669e-04
1533,63.3119139671,6.230283044878e-04
1534,63.3456184864,5.962751008147e-04
1535,63.3848941326,6.057532437021e-04
1536,63.4307661057,6.022518971146e-04
1537,63.4793474674,5.975178913231e-04
1538,63.5241737366,5.935901081410e-04
1539,63.5806226730,6.068678991390e-04
1540,63.6189191341,5.934538837568e-04
1541,63.6611628532,6.062950587236e-04
1542,63.7127761841,5.943061792258e-04
1543,63.7552435398,5.849516023746e-04
1544,63.8108608723,6.117058431804e-04
1545,63.8564064503,5.876285860521e-04
1546,63.9188442230,6.005549180535e-04
1547,63.9661660194,6.032673397163e-04
1548,64.0040392876,6.033165924101e-04
1549,64.0495822430,5.963216119405e-04
1550,64.0865550041,5.991586211385e-04
1551,64.1252393723,5.930290524004e-04
1552,64.1728875637,5.873388514238e-04
1553,64.2104241848,5.922154282248e-04
1554,64.2568328381,5.933441806677e-04
1555,64.3136711121,5.869170482960e-04
1556,64.3563599586,6.098170875756e-04
1557,64.4083855152,5.955087773980e-04
1558,64.4498553276,5.937715733630e-04
1559,64.4833872318,5.866393518166e-04
1560,64.5299220085,5.794023689276e-04
1561,64.5686311722,6.148191531520e-04
1562,64.6123349667,5.942139464532e-04
1563,64.6584444046,5.914122042931e-04
1564,64.7028255463,6.087373850826e-04
1565,64.7407758236,5.806800433860e-04
1566,64.7827081680,5.808921262601e-04
1567,64.8222236633,6.031491804917e-04
1568,64.8683116436,5.861169838071e-04
1569,64.9080824852,5.799580864027e-04
1570,64.9554762840,5.906255957626e-04
1571,64.9939033985,6.003144772408e-04
1572,65.0331292152,5.893621707351e-04
1573,65.0659379959,5.874829498686e-04
1574,65.1206545830,5.887367473459e-04
1575,65.1613235474,5.820821650922e-04
1576,65.2056365013,5.929094034593e-04
1577,65.2458446026,5.972497891679e-04
1578,65.2848725319,5.760096529165e-04
1579,65.3216958046,5.926202202143e-04
1580,65.3622813225,5.875570891199e-04
1581,65.3961930275,5.821115317323e-04
1582,65.4413130283,5.889791882608e-04
1583,65.4786891937,5.964490079802e-04
1584,65.5099766254,5.786613238056e-04
1585,65.5457780361,5.870063121337e-04
1586,65.5836269855,5.926033561419e-04
1587,65.6165125370,5.763031695638e-04
1588,65.6563234329,5.799395374878e-04
1589,65.7089936733,5.984346100216e-04
1590,65.7470014095,5.755381506586e-04
1591,65.7782959938,5.775225975129e-04
1592,65.8218424320,5.802982866485e-04
1593,65.8596112728,5.848244170186e-04
1594,65.8992669582,5.755050076041e-04
1595,65.9499492645,5.730504173948e-04
1596,65.9855282307,5.819124346875e-04
1597,66.0157184601,5.756350350737e-04
1598,66.0607762337,5.875017621044e-04
1599,66.1040816307,5.697305428141e-04
1600,66.1442215443,5.847045125985e-04
1601,66.1802186966,5.690212315820e-04
1602,66.2194664478,5.670126173416e-04
1603,66.2599883080,5.832529392970e-04
1604,66.3057537079,5.631980232110e-04
1605,66.3480989933,5.779585899390e-04
1606,66.3943517208,5.833098649997e-04
1607,66.4362764359,5.681485527977e-04
1608,66.4755027294,5.777670180629e-04
1609,66.5049166679,5.826095450214e-04
1610,66.5814087391,5.640845588580e-04
1611,66.7037317753,5.755271430291e-04
1612,66.7555820942,5.775927578968e-04
1613,66.7904818058,5.603265887608e-04
1614,66.8285031319,5.806754779599e-04
1615,66.8685269356,5.695444019057e-04
1616,66.9086906910,5.786270502700e-04
1617,66.9454820156,5.715130949136e-04
1618,66.9875075817,5.594608381574e-04
1619,67.0227816105,5.712196611978e-04
1620,67.0544030666,5.886016131000e-04
1621,67.0916311741,5.736947875750e-04
1622,67.1354217529,5.635669075201e-04
1623,67.1771321297,5.681358096581e-04
1624,67.2312531471,5.535778888981e-04
1625,67.2714395523,5.728420891169e-04
1626,67.3090004921,5.829368342429e-04
1627,67.3475391865,5.585553296383e-04
1628,67.3847386837,5.668588018101e-04
1629,67.4240360260,5.803802335997e-04
1630,67.4715542793,5.745580649432e-04
1631,67.5004851818,5.696459510067e-04
1632,67.5273842812,5.656888684722e-04
1633,67.5685675144,5.627039166664e-04
1634,67.6098434925,5.686857406485e-04
1635,67.6423995495,5.794613885182e-04
1636,67.6900174618,5.740786992372e-04
1637,67.7331709862,5.618698777641e-04
1638,67.7745273113,5.614273446242e-04
1639,67.8160972595,5.588731113743e-04
1640,67.8565139771,5.777445307294e-04
1641,67.8904967308,5.655329680921e-04
1642,67.9325902462,5.678146336266e-04
1643,67.9727709293,5.593724645337e-04
1644,68.0159237385,5.605462512017e-04
1645,68.0564501286,5.733268861539e-04
1646,68.1002674103,5.535811011392e-04
1647,68.1323771477,5.609501715381e-04
1648,68.1814928055,5.685312133821e-04
1649,68.2211842537,5.657152632884e-04
1650,68.2648601532,5.622071122278e-04
1651,68.3103814125,5.559869138191e-04
1652,68.3499612808,5.494437236719e-04
1653,68.3912625313,5.740237840745e-04
1654,68.4351053238,5.710512137419e-04
1655,68.4718530178,5.586859253931e-04
1656,68.5083501339,5.603794449348e-04
1657,68.5699977875,5.474909490478e-04
1658,68.6167387962,5.646784382863e-04
1659,68.6792511940,5.646433432469e-04
1660,68.7188720703,5.430553300848e-04
1661,68.7842195034,5.556917464627e-04
1662,68.8258330822,5.657782372157e-04
1663,68.8856461048,5.490430247585e-04
1664,68.9319748878,5.464310986242e-04
1665,68.9732458591,5.485591451973e-04
1666,69.0173115730,5.514223510882e-04
1667,69.0568344593,5.434177039642e-04
1668,69.1067628860,5.527399145040e-04
1669,69.1498916149,5.548981720444e-04
1670,69.1861050129,5.601684791483e-04
1671,69.2460184097,5.536402308203e-04
1672,69.2873768806,5.452385655923e-04
1673,69.3486809731,5.563918067100e-04
1674,69.3860137463,5.370249365217e-04
1675,69.4213593006,5.572102925198e-04
1676,69.4696574211,5.597729868851e-04
1677,69.5190565586,5.498492324717e-04
1678,69.5601422787,5.589139087876e-04
1679,69.6113462448,5.493405937792e-04
1680,69.6420905590,5.567133353764e-04
1681,69.6831834316,5.394868006980e-04
1682,69.7270247936,5.493611891727e-04
1683,69.7663087845,5.624861850726e-04
1684,69.8187496662,5.409120402397e-04
1685,69.8568534851,5.577492744915e-04
1686,69.9002132416,5.451601788936e-04
1687,69.9468946457,5.415291378952e-04
1688,69.9868090153,5.569724629193e-04
1689,70.0210635662,5.453697863063e-04
1690,70.0665545464,5.444238233084e-04
1691,70.1047410965,5.439065425517e-04
1692,70.1461501122,5.460517180800e-04
1693,70.1927595139,5.357271981576e-04
1694,70.2319130898,5.500350523071e-04
1695,70.2732138634,5.435726552465e-04
1696,70.3207118511,5.346828050374e-04
1697,70.3633174896,5.592040327314e-04
1698,70.4111433029,5.645047576672e-04
1699,70.4541060925,5.316072871607e-04
1700,70.5027265549,5.391352081218e-04
1701,70.5394966602,5.458658568909e-04
1702,70.5785510540,5.409074366575e-04
1703,70.6163392067,5.492269291773e-04
1704,70.6537675858,5.315675869861e-04
1705,70.6959259510,5.350973975842e-04
1706,70.7378203869,5.440987238406e-04
1707,70.7847256660,5.297096961329e-04
1708,70.8231434822,5.571189176126e-04
1709,70.8607828617,5.482174036081e-04
1710,70.9150404930,5.334611342955e-04
1711,70.9554769993,5.430754557776e-04
1712,70.9907050133,5.479389243323e-04
1713,71.0342733860,5.312687203066e-04
1714,71.0747349262,5.398776571221e-04
1715,71.1274998188,5.526669776094e-04
1716,71.1678287983,5.427788254668e-04
1717,71.2097382545,5.323504273852e-04
1718,71.2600233555,5.439779113440e-04
1719,71.3021314144,5.402928555921e-04
1720,71.3436584473,5.417044854189e-04
1721,71.3823087215,5.425735575055e-04
1722,71.4240195751,5.194161164835e-04
1723,71.4662921429,5.308906089185e-04
1724,71.5072832108,5.596756690213e-04
1725,71.5521280766,5.341451694635e-04
1726,71.6151764393,5.233872172649e-04
1727,71.6707129478,5.379669805474e-04
1728,71.7322587967,5.295353339481e-04
1729,71.7779197693,5.437329252298e-04
1730,71.8209314346,5.243307135464e-04
1731,71.8729560375,5.280617923638e-04
1732,71.9177887440,5.314867587302e-04
1733,71.9753944874,5.247934556352e-04
1734,72.0247063637,5.471743964087e-04
1735,72.0845425129,5.345370275104e-04
1736,72.1393015385,5.189854774999e-04
1737,72.1948387623,5.444654705951e-04
1738,72.2420079708,5.370169159407e-04
1739,72.2865126133,5.277971074947e-04
1740,72.3313519955,5.236782316177e-04
1741,72.3741595745,5.385616139248e-04
1742,72.4230778217,5.337494580911e-04
1743,72.4632942677,5.352013679045e-04
1744,72.5076949596,5.195764723636e-04
1745,72.5511283875,5.339589080826e-04
1746,72.5890805721,5.271069151600e-04
1747,72.6242415905,5.278078301543e-04
1748,72.6694338322,5.319201673081e-04
1749,72.7085514069,5.228164782326e-04
1750,72.7466113567,5.265038527340e-04
1751,72.7946212292,5.427643601644e-04
1752,72.8336298466,5.209771181122e-04
1753,72.8767604828,5.237308136544e-04
1754,72.9177343845,5.433718609322e-04
1755,72.9565806389,5.336173545850e-04
1756,73.0007624626,5.183116222746e-04
1757,73.0290935040,5.184189069853e-04
1758,73.0666637421,5.388608869585e-04
1759,73.1080811024,5.188129407537e-04
1760,73.1464571953,5.222054181426e-04
1761,73.1839623451,5.258829888198e-04
1762,73.2178285122,5.184539332969e-04
1763,73.2513661385,5.235037176245e-04
1764,73.2894728184,5.203993802149e-04
1765,73.3305468559,5.378530951538e-04
1766,73.3719544411,5.225459750738e-04
1767,73.4137680531,5.122806816311e-04
1768,73.4498796463,5.304533499285e-04
1769,73.4836869240,5.302868843525e-04
1770,73.5247812271,5.150374036840e-04
1771,73.5590620041,5.167807857907e-04
1772,73.6174726486,5.204619906230e-04
1773,73.6529643536,5.414577201316e-04
1774,73.6891407967,5.261962758026e-04
1775,73.7282683849,5.146383503018e-04
1776,73.7665634155,5.202106202860e-04
1777,73.8048169613,5.124291667753e-04
1778,73.8353827000,5.213079103267e-04
1779,73.8697674274,5.188594672547e-04
1780,73.9089503288,5.140055586775e-04
1781,73.9550130367,5.211695328600e-04
1782,73.9975707531,5.143448456797e-04
1783,74.0287067890,5.256301963562e-04
1784,74.0831000805,5.153662995302e-04
1785,74.1245315075,5.183479383525e-04
1786,74.1609332561,5.311984712808e-04
1787,74.2038750648,5.295760630584e-04
1788,74.2453632355,5.097961201124e-04
1789,74.2835190296,5.221272235102e-04
1790,74.3382172585,5.226602401947e-04
1791,74.3783121109,5.190507274469e-04
1792,74.4212436676,5.105829147293e-04
1793,74.4558148384,5.123499904040e-04
1794,74.4944283962,5.213189135244e-04
1795,74.5398607254,5.191905470568e-04
1796,74.5824592113,5.052924915165e-04
1797,74.6257297993,5.090925673836e-04
1798,74.6790466309,5.199849887238e-04
1799,74.7157998085,5.246898999574e-04
1800,74.7571134567,5.241568638871e-04
1801,74.8014006615,5.105129942483e-04
1802,74.8416254520,5.149973734287e-04
1803,74.8771338463,5.088018266020e-04
1804,74.9296138287,5.305058992399e-04
1805,74.9700260162,5.151002838898e-04
1806,75.0219635963,4.970861343648e-04
1807,75.0592842102,5.016527511577e-04
1808,75.0965909958,5.137553745116e-04
1809,75.1374552250,5.145077744830e-04
1810,75.1753244400,5.152191498637e-04
1811,75.2181682587,5.120192329605e-04
1812,75.2584419250,5.010366987246e-04
1813,75.3019311428,5.130961734777e-04
1814,75.3488113880,5.153521527040e-04
1815,75.4066908360,5.126353802011e-04
1816,75.4508111477,5.100740400809e-04
1817,75.5026404858,4.981712663534e-04
1818,75.5451221466,5.182363961390e-04
1819,75.5856709480,5.080599841485e-04
1820,75.6403632164,5.028240873438e-04
1821,75.6831855774,5.183656546387e-04
1822,75.7258000374,5.118009303647e-04
1823,75.7703251839,4.963750714449e-04
1824,75.8238193989,5.141198266889e-04
1825,75.8691985607,5.009677925872e-04
1826,75.9075479507,5.096660213417e-04
1827,75.9400506020,5.176958020287e-04
1828,75.9861619473,5.123657182776e-04
1829,76.0289618969,5.079850155089e-04
1830,76.0676288605,5.084144537896e-04
1831,76.1199822426,5.028953464328e-04
1832,76.1572101116,5.004651778090e-04
1833,76.2009725571,5.044133225942e-04
1834,76.2421081066,5.017349268520e-04
1835,76.2851006985,4.968227492409e-04
1836,76.3265633583,4.973217985104e-04
1837,76.3673324585,5.043090298295e-04
1838,76.4820299149,5.157692018264e-04
1839,76.5561146736,5.091825144540e-04
1840,76.6040158272,5.026251631531e-04
1841,76.6431236267,5.004654293522e-04
1842,76.6829872131,4.959028087165e-04
1843,76.7215418816,5.138729510858e-04
1844,76.7565956116,5.088144863932e-04
1845,76.8003377914,4.982411132829e-04
1846,76.8412513733,4.987941799121e-04
1847,76.8818991184,5.067319090023e-04
1848,76.9210350513,5.070591981764e-04
1849,76.9591803551,5.074200480297e-04
1850,77.0008013248,4.946004022892e-04
1851,77.0620691776,5.012376429543e-04
1852,77.1019184589,4.942272732189e-04
1853,77.1480875015,5.041914742454e-04
1854,77.1862745285,5.032968197905e-04
1855,77.2284867764,4.969486946575e-04
1856,77.2781386375,4.937540105539e-04
1857,77.3220179081,5.009818822266e-04
1858,77.3590750694,5.049895929099e-04
1859,77.4000322819,4.970757853042e-04
1860,77.4347090721,4.967958836039e-04
1861,77.4754831791,4.994784331906e-04
1862,77.5228140354,4.885425998178e-04
1863,77.5630822182,4.991559240308e-04
1864,77.6147339344,5.076670776389e-04
1865,77.6521091461,4.888586843168e-04
1866,77.6944565773,4.946575568982e-04
1867,77.7306106091,4.897850718997e-04
1868,77.7758946419,4.960638092376e-04
1869,77.8165304661,5.047369228655e-04
1870,77.8571736813,4.875373257751e-04
1871,77.8921978474,4.941476806921e-04
1872,77.9334161282,4.935532782284e-04
1873,77.9630889893,4.953459914347e-04
1874,78.0043926239,5.046120905809e-04
1875,78.0422942638,4.897575508058e-04
1876,78.0718841553,4.818570927341e-04
1877,78.1144931316,4.929779049255e-04
1878,78.1505126953,4.983494925997e-04
1879,78.1933119297,4.895302189765e-04
1880,78.2361514568,4.871381408718e-04
1881,78.2798068523,4.938214292198e-04
1882,78.3179061413,4.989622733586e-04
1883,78.3538544178,4.899864020333e-04
1884,78.3859405518,4.804134659221e-04
1885,78.4171047211,4.846397640943e-04
1886,78.4609904289,4.956772472266e-04
1887,78.5025992393,4.885985705576e-04
1888,78.5430665016,4.852569283994e-04
1889,78.5834965706,4.931108026253e-04
1890,78.6242423058,4.775807927135e-04
1891,78.6669774055,5.020411233393e-04
1892,78.7162461281,4.857402610218e-04
1893,78.7558348179,5.016884071830e-04
1894,78.7950792313,4.945902784194e-04
1895,78.8346145153,4.859539469993e-04
1896,78.8663444519,4.847301613359e-04
1897,78.9043669701,4.904017660349e-04
1898,78.9410777092,4.872292666763e-04
1899,78.9784681797,4.816231460122e-04
1900,79.0231599808,4.786600410985e-04
1901,79.0577757359,4.831874125583e-04
1902,79.0998010635,5.005135186094e-04
1903,79.1370167732,4.772291529870e-04
1904,79.1749422550,4.851908413053e-04
1905,79.2184164524,4.987564894249e-04
1906,79.2627336979,4.892550842048e-04
1907,79.3054320812,4.747273506314e-04
1908,79.3394114971,4.809530460751e-04
1909,79.3733639717,4.991759542175e-04
1910,79.4167642593,4.943223034425e-04
1911,79.4535331726,4.804281906051e-04
1912,79.4905166626,4.805986095055e-04
1913,79.5344784260,4.699052548208e-04
1914,79.5765888691,4.871221542096e-04
1915,79.6206789017,4.840601152997e-04
1916,79.6607100964,4.906845521627e-04
1917,79.7004268169,4.848844533573e-04
1918,79.7445366383,4.778013429101e-04
1919,79.7810764313,4.888874397315e-04
1920,79.8188538551,4.826591730515e-04
1921,79.8490557671,4.698955450451e-04
1922,79.8879644871,4.696350388222e-04
1923,79.9264013767,4.920725286814e-04
1924,79.9811017513,4.812774373792e-04
1925,80.0199828148,4.763312509159e-04
1926,80.0565500259,4.800671090159e-04
1927,80.0978047848,4.722029092759e-04
1928,80.1299657822,4.847388471092e-04
1929,80.1710350513,4.850563592674e-04
1930,80.2034332752,4.698990165590e-04
1931,80.2460701466,4.824797987081e-04
1932,80.2874727249,4.718596286042e-04
1933,80.3280766010,4.889268602487e-04
1934,80.3727295399,4.798324095728e-04
1935,80.4132509232,4.741251890354e-04
1936,80.4544837475,4.788577627168e-04
1937,80.4928081036,4.850663645633e-04
1938,80.5365116596,4.688609593610e-04
1939,80.5809471607,4.748248684030e-04
1940,80.6207628250,4.757100609288e-04
1941,80.6675109863,4.699179945418e-04
1942,80.7135787010,4.780793928270e-04
1943,80.7592959404,4.761088415481e-04
1944,80.8078482151,4.851479433781e-04
1945,80.8508520126,4.746597595675e-04
1946,80.8923268318,4.775667313277e-04
1947,80.9400653839,4.779593775649e-04
1948,80.9816839695,4.732667049928e-04
1949,81.0206162930,4.736699929574e-04
1950,81.0618124008,4.765576540640e-04
1951,81.0990509987,4.823689182994e-04
1952,81.1411592960,4.857730291793e-04
1953,81.1789133549,4.787532127405e-04
1954,81.2202184200,4.743184741101e-04
1955,81.2674939632,4.665566370211e-04
1956,81.3154687881,4.781402574535e-04
1957,81.3552026749,4.781375660771e-04
1958,81.4059951305,4.688065711854e-04
1959,81.4434177876,4.646570504931e-04
1960,81.4826710224,4.869852366288e-04
1961,81.5155079365,4.775586480245e-04
1962,81.5544767380,4.589652236584e-04
1963,81.5903370380,4.651459872481e-04
1964,81.6345994473,4.703290394351e-04
1965,81.6695823669,4.650495345907e-04
1966,81.7156748772,4.800153236359e-04
1967,81.7666280270,4.729948071099e-04
1968,81.8087940216,4.788682210639e-04
1969,81.8533420563,4.726883049132e-04
1970,81.9022455215,4.676392086544e-04
1971,81.9405710697,4.652968237247e-04
1972,81.9856865406,4.641368712441e-04
1973,82.0257489681,4.801217398952e-04
1974,82.0595259666,4.743009741460e-04
1975,82.1030187607,4.633727023240e-04
1976,82.1453442574,4.585061588998e-04
1977,82.1788642406,4.737858471941e-04
1978,82.2198419571,4.730903439456e-04
1979,82.2660634518,4.702860847859e-04
1980,82.3050706387,4.651503366828e-04
1981,82.3425421715,4.613100617082e-04
1982,82.3794984818,4.756154592789e-04
1983,82.4193952084,4.601091850076e-04
1984,82.4705278873,4.574610697685e-04
1985,82.5007681847,4.787418685029e-04
1986,82.5372347832,4.614021904289e-04
1987,82.5751626492,4.643850840397e-04
1988,82.6047363281,4.684645854005e-04
1989,82.6438763142,4.575261907508e-04
1990,82.6839220524,4.726952007565e-04
1991,82.7216553688,4.652611308444e-04
1992,82.7584860325,4.585087898859e-04
1993,82.7992553711,4.625660847282e-04
1994,82.8408517838,4.670513363269e-04
1995,82.8816072941,4.680375044856e-04
1996,82.9187548161,4.655630926479e-04
1997,82.9584205151,4.620676282886e-04
1998,83.0009689331,4.706563820011e-04
1999,83.0372056961,4.674815729343e-04
2000,83.0756454468,4.618384234418e-04
2001,83.1096634865,4.655550071508e-04
2002,83.1529462337,4.633792761053e-04
2003,83.2005536556,4.609292841265e-04
2004,83.2378997803,4.679966727832e-04
2005,83.2760021687,4.611740833537e-04
2006,83.3113245964,4.542470183226e-04
2007,83.3439264297,4.579757841904e-04
2008,83.3739235401,4.706753943020e-04
2009,83.4044651985,4.585818921405e-04
2010,83.4476556778,4.479973326217e-04
2011,83.4852511883,4.527767551441e-04
2012,83.5398950577,4.737989488776e-04
2013,83.5835702419,4.575976603436e-04
2014,83.6211531162,4.586364175501e-04
2015,83.6675908566,4.693904071595e-04
2016,83.7040977478,4.535665024609e-04
2017,83.7364318371,4.489898966656e-04
2018,83.7759771347,4.574191627333e-04
2019,83.8072912693,4.520118052211e-04
2020,83.8406324387,4.605474136265e-04
2021,83.8794808388,4.697168447738e-04
2022,83.9178228378,4.546035846002e-04
2023,83.9527254105,4.500865876047e-04
2024,83.9879186153,4.535285089432e-04
2025,84.0219810009,4.514738835059e-04
2026,84.0534670353,4.648394859471e-04
2027,84.0867462158,4.495920316011e-04
2028,84.1227507591,4.509692672716e-04
2029,84.1626958847,4.635235675325e-04
2030,84.2001290321,4.574276541549e-04
2031,84.2448413372,4.549868941946e-04
2032,84.2867319584,4.506884928400e-04
2033,84.3253092766,4.665861594273e-04
2034,84.3686187267,4.488104543288e-04
2035,84.4086518288,4.523955544247e-04
2036,84.4374489784,4.587368955206e-04
2037,84.4761538506,4.420843928474e-04
2038,84.5078303814,4.579956871688e-04
2039,84.5350978374,4.491609177975e-04
2040,84.5693681240,4.562351068050e-04
2041,84.6119019985,4.542434253998e-04
2042,84.6477117538,4.562111009413e-04
2043,84.6917126179,4.569104838577e-04
2044,84.7345714569,4.516804446615e-04
2045,84.7739357948,4.434686248760e-04
2046,84.8091115952,4.540658116863e-04
2047,84.8470749855,4.622001991137e-04
2048,84.8782231808,4.478848894389e-04
2049,84.9180438519,4.389252194301e-04
2050,84.9600558281,4.610167113965e-04
2051,85.0056734085,4.462484556577e-04
2052,85.0389301777,4.536343481876e-04
2053,85.0689160824,4.579142771046e-04
2054,85.0920619965,4.487899481462e-04
2055,85.1342227459,4.424878752609e-04
2056,85.1767256260,4.521012312589e-04
2057,85.2244908810,4.479157902434e-04
2058,85.2755262852,4.524091770861e-04
2059,85.3233547211,4.536723560731e-04
2060,85.3651707172,4.545278830169e-04
2061,85.4064657688,4.478604820290e-04
2062,85.4363732338,4.442435146420e-04
2063,85.4712884426,4.418921208566e-04
2064,85.5153391361,4.541019739375e-04
2065,85.5644135475,4.426907381990e-04
2066,85.6072351933,4.379596916995e-04
2067,85.6403508186,4.509866807271e-04
2068,85.6815803051,4.530876402064e-04
2069,85.7343063354,4.449189747815e-04
2070,85.8166255951,4.498830636630e-04
2071,85.9091792107,4.411528278062e-04
2072,85.9464995861,4.439608980867e-04
2073,85.9843029976,4.509701062188e-04
2074,86.0288677216,4.500177973349e-04
2075,86.0631241798,4.422937540197e-04
2076,86.1044507027,4.484901956527e-04
2077,86.1403031349,4.372567405288e-04
2078,86.1848075390,4.501436975570e-04
2079,86.2225868702,4.444386950368e-04
2080,86.2680368423,4.393401835144e-04
2081,86.3135888577,4.611219141192e-04
2082,86.3645312786,4.383910360407e-04
2083,86.4071764946,4.316133423624e-04
2084,86.4501426220,4.617758517336e-04
2085,86.4975786209,4.432223436567e-04
2086,86.5367524624,4.464958574036e-04
2087,86.5713365078,4.349334190561e-04
2088,86.6011638641,4.432397462925e-04
2089,86.6290080547,4.477588920079e-04
2090,86.6626586914,4.511544084407e-04
2091,86.6877872944,4.336604116150e-04
2092,86.7168171406,4.395473735976e-04
2093,86.7434475422,4.406714721278e-04
2094,86.7698862553,4.342778234742e-04
2095,86.8015494347,4.396779456656e-04
2096,86.8307981491,4.420135275515e-04
2097,86.8629372120,4.332642359521e-04
2098,86.8904290199,4.448402804702e-04
2099,86.9154627323,4.462983864812e-04
2100,86.9409301281,4.292375182960e-04
2101,86.9740374088,4.363342730645e-04
2102,87.0019752979,4.487097604505e-04
2103,87.0263893604,4.416672508626e-04
2104,87.0575447083,4.364218441657e-04
2105,87.0860431194,4.267586982565e-04
2106,87.1158564091,4.350033690575e-04
2107,87.1492533684,4.553300193314e-04
2108,87.1824777126,4.412292106180e-04
2109,87.2086260319,4.301909268086e-04
2110,87.2401103973,4.325991950633e-04
2111,87.2732038498,4.503492563440e-04
2112,87.3108870983,4.458522113169e-04
2113,87.3354067802,4.402152954047e-04
2114,87.3647277355,4.337476016666e-04
2115,87.3888595104,4.362400397426e-04
2116,87.4226527214,4.404369622337e-04
2117,87.4499330521,4.267639871493e-04
2118,87.4825470448,4.326969135856e-04
2119,87.5177359581,4.472896359467e-04
2120,87.5552942753,4.399404761915e-04
2121,87.5844690800,4.406642073539e-04
2122,87.6072633266,4.358335709415e-04
2123,87.6415243149,4.209200487957e-04
2124,87.6714477539,4.336746707473e-04
2125,87.6995482445,4.532076297424e-04
2126,87.7242333889,4.331859865819e-04
2127,87.7518715858,4.404047066581e-04
2128,87.7751657963,4.323683075105e-04
2129,87.8073554039,4.372538659033e-04
2130,87.8414793015,4.379267627208e-04
2131,87.8820972443,4.244496652522e-04
2132,87.9194357395,4.333398025099e-04
2133,87.9438018799,4.448160491579e-04
2134,87.9688053131,4.323644905385e-04
2135,87.9982957840,4.322815655147e-04
2136,88.0345947742,4.304911216075e-04
2137,88.0748047829,4.293507405850e-04
2138,88.0993852615,4.391356880769e-04
2139,88.1387751102,4.308891229909e-04
2140,88.1734364033,4.193461278461e-04
2141,88.1989605427,4.411856545234e-04
2142,88.2397036552,4.265444779408e-04
2143,88.2836897373,4.294627370328e-04
2144,88.3195712566,4.357720742650e-04
2145,88.3584268093,4.206608370825e-04
2146,88.3966095448,4.277148109061e-04
2147,88.4353294373,4.392230477595e-04
2148,88.4795351028,4.276687946796e-04
2149,88.5125746727,4.306098889655e-04
2150,88.5537552834,4.274577000487e-04
2151,88.5880441666,4.451128325906e-04
2152,88.6241149902,4.261241071145e-04
2153,88.6574454308,4.202690709591e-04
2154,88.6845943928,4.264271356998e-04
2155,88.7227067947,4.288264046703e-04
2156,88.7647595406,4.305329399523e-04
2157,88.8072242737,4.335911943379e-04
2158,88.8414912224,4.189684242825e-04
2159,88.8850922585,4.216305282983e-04
2160,88.9177670479,4.279217714429e-04
2161,88.9532129765,4.316857830287e-04
2162,88.9903976917,4.284878204921e-04
2163,89.0241179466,4.252726523133e-04
2164,89.0649549961,4.301565062696e-04
2165,89.0986056328,4.267199963742e-04
2166,89.1340107918,4.385307590564e-04
2167,89.1735873222,4.291275600796e-04
2168,89.2190535069,4.224361657888e-04
2169,89.2559103966,4.288436291961e-04
2170,89.2876911163,4.276774054064e-04
2171,89.3245787621,4.300223772555e-04
2172,89.3601248264,4.228458483835e-04
2173,89.3853626251,4.196807556766e-04
2174,89.4221162796,4.374133070793e-04
2175,89.4561607838,4.249448571926e-04
2176,89.4869027138,4.242647583706e-04
2177,89.5265853405,4.200066984501e-04
2178,89.5655057430,4.185783025155e-04
2179,89.5907177925,4.291427762299e-04
2180,89.6369736195,4.277435483638e-04
2181,89.6698293686,4.248083842108e-04
2182,89.7004084587,4.207051951060e-04
2183,89.7383136749,4.256033017810e-04
2184,89.7817776203,4.219474672299e-04
2185,89.8229005337,4.306480523326e-04
2186,89.8583886623,4.149859817498e-04
2187,89.9001321793,4.209624793783e-04
2188,89.9489371777,4.362335702138e-04
2189,89.9890668392,4.178703571123e-04
2190,90.0243294239,4.220189697934e-04
2191,90.0629432201,4.187587467100e-04
2192,90.1142492294,4.271304193128e-04
2193,90.1542987823,4.306295402016e-04
2194,90.1840927601,4.157943143226e-04
2195,90.2136483192,4.061914411807e-04
2196,90.2496247292,4.282939904324e-04
2197,90.2818737030,4.275792206673e-04
2198,90.3177206516,4.215174501663e-04
2199,90.3483922482,4.196522796911e-04
2200,90.3864769936,4.202574933221e-04
2201,90.4318675995,4.197087911669e-04
2202,90.4759917259,4.210242528260e-04
2203,90.5200521946,4.228782002653e-04
2204,90.5628764629,4.094546491951e-04
2205,90.6148841381,4.249705317484e-04
2206,90.6507885456,4.097092135641e-04
2207,90.6828286648,4.262076908434e-04
2208,90.7310907841,4.221039502901e-04
2209,90.7704586983,4.130606812131e-04
2210,90.8135881424,4.203159361580e-04
2211,90.8660066128,4.091472763334e-04
2212,90.9136760235,4.158874894433e-04
2213,90.9642062187,4.158254297960e-04
